identity,attribute,region_stereo,region_nonstereo,region_unsure,NA_stereo,NA_nonstereo,NA_unsure,Annotation1,Annotation2,Annotation3,mean offensiveness_score
Bangladeshi,cholera,0,3,0,1,2,0,-1,2,-1,0
Bangladeshi,unwanted,0,3,0,1,1,1,,,,0
Bangladeshi,blonde,0,3,0,1,2,0,-1,2,-1,0
Bangladeshi,sexy,0,3,0,1,2,0,2,-1,-1,0
Bahraini,bribed,2,1,0,2,1,0,,,,0
Austrian,good at skiing,3,0,0,0,3,0,,,,0
Austrian,annoy,2,1,0,1,2,0,,,,0
Austrian,musically gift,2,1,0,1,2,0,,,,0
Australian,upside down,5,1,0,2,4,0,,,,0
Australian,good at cooking,0,6,0,4,2,0,,,,0
Australian,disgust,1,5,0,2,4,0,,,,0
Australian,liked to play rugby,3,0,0,3,0,0,,,,0
Australian,expert at swim,3,0,0,3,0,0,,,,0
Australian,sports love,3,0,0,3,0,0,,,,0
Australian,good sense of humour,3,0,0,3,0,0,,,,0
Australian,who can take a joke,3,0,0,3,0,0,,,,0
Australian,good cricketer,3,0,0,3,0,0,,,,0
Australian,drink beer,3,0,0,3,0,0,,,,0
Australian,good at drinking,3,0,0,3,0,0,,,,0
Australian,love surf,3,0,0,3,0,0,,,,0
Australian,sport,3,0,0,3,0,0,,,,0
Australian,convict,3,0,0,3,0,0,,,,0
Australian,blonde,3,0,0,3,0,0,-1,2,-1,0
Australian,bogans,3,0,0,3,0,0,,,,0
Australian,chill,3,0,0,3,0,0,,,,0
Australian,who can laugh at others,3,0,0,3,0,0,,,,0
Australian,beach love,3,0,0,3,0,0,,,,0
Australian,adventureous,3,0,0,3,0,0,,,,0
Australian,young in spirit,3,0,0,3,0,0,,,,0
Australian,youthful at heart,3,0,0,3,0,0,,,,0
Australian,casual,3,0,0,2,1,0,,,,0
Australian,kangaroo,3,0,0,2,1,0,,,,0
Australian,yobbo,3,0,0,2,1,0,,,,0
Australian,love shrimp,3,0,0,2,1,0,,,,0
Australian,love kangaroo,3,0,0,2,1,0,,,,0
Australian,surf,3,0,0,2,1,0,,,,0
Australian,love shrimp on the barbie,3,0,0,2,1,0,,,,0
Australian,shrimp on the barbie,3,0,0,1,2,0,,,,0
Australian,sunny,3,0,0,1,2,0,,,,0
Australian,koala,3,0,0,1,2,0,,,,0
Australian,outback,3,0,0,0,3,0,,,,0
Australian,love the outdoors,2,1,0,3,0,0,,,,0
Australian,love to surf,2,1,0,3,0,0,,,,0
Australian,young at heart,2,1,0,3,0,0,,,,0
Australian,sunburnt,2,1,0,3,0,0,,,,0
Australian,unserious,2,1,0,3,0,0,,,,0
Australian,youthful in spirit,2,1,0,3,0,0,,,,0
Australian,best at swim,2,1,0,3,0,0,,,,0
Australian,good swimmer,2,1,0,3,0,0,,,,0
Australian,goodlooking,2,1,0,3,0,0,,,,0
Australian,freedom love,2,1,0,3,0,0,,,,0
Australian,team player,2,1,0,3,0,0,,,,0
Australian,easy go,2,1,0,3,0,0,,,,0
Australian,sexy,2,1,0,3,0,0,2,-1,-1,0
Australian,with a sense of humour,2,1,0,3,0,0,,,,0
Australian,will help you,2,1,0,3,0,0,,,,0
Australian,redneck,2,1,0,3,0,0,,,,0
Australian,sportsmanlike,2,1,0,3,0,0,,,,0
Australian,love meat pie,2,1,0,3,0,0,,,,0
Australian,love vegemite,2,1,0,3,0,0,,,,0
Australian,likeable,2,1,0,3,0,0,,,,0
Australian,swagman,2,1,0,2,1,0,,,,0
Australian,like,2,1,0,2,1,0,,,,0
Australian,swam a lot,2,1,0,2,1,0,,,,0
Australian,hard drinker,2,1,0,2,1,0,,,,0
Australian,like barbie,2,1,0,2,1,0,,,,0
Australian,popular,2,1,0,2,1,0,,,,0
Australian,rebellious,2,1,0,2,1,0,,,,0
Australian,rough,2,1,0,2,1,0,,,,0
Australian,bravest,2,1,0,2,1,0,,,,0
Australian,who can laugh at anything,2,1,0,2,1,0,,,,0
Australian,boisterous,2,1,0,2,1,0,,,,0
Australian,courage,2,1,0,2,1,0,,,,0
Australian,amuse,2,1,0,2,1,0,,,,0
Australian,diverse,2,1,0,1,2,0,,,,0
Australian,fortunate,2,1,0,1,2,0,,,,0
Australian,cricket,2,1,0,1,2,0,,,,0
Australian,swaggie,2,1,0,1,2,0,,,,0
Australian,vegemite,2,1,0,1,2,0,,,,0
Australian,boomerang,2,1,0,0,3,0,,,,0
Australian,shrimp,2,1,0,0,3,0,,,,0
Australian,hard,2,1,0,0,3,0,2,-1,-1,0
Australian,barbie,2,1,0,0,3,0,,,,0
Australian,social,1,2,0,3,0,0,,,,0
Australian,good cook,1,2,0,3,0,0,,,,0
Australian,self reliant,1,2,0,3,0,0,,,,0
Australian,peace love,1,2,0,3,0,0,,,,0
Australian,good at being drunk,1,2,0,3,0,0,,,,0
Australian,delightful,1,2,0,3,0,0,,,,0
Australian,animal love,1,2,0,3,0,0,,,,0
Australian,good at triathlon,1,2,0,3,0,0,,,,0
Australian,self confident,1,2,0,3,0,0,,,,0
Australian,gorgeous,1,2,0,3,0,0,,,,0
Australian,supportive,1,2,0,3,0,0,,,,0
Australian,works hard,1,2,0,2,1,0,,,,0
Australian,party animal,1,2,0,2,1,0,,,,0
Australian,unsentimental,1,2,0,2,1,0,,,,0
Australian,nationalist,1,2,0,2,1,0,,,,0
Australian,agricultural,1,2,0,2,1,0,,,,0
Australian,bludger,1,2,0,2,1,0,,,,0
Australian,good at dive,1,2,0,2,1,0,,,,0
Australian,forward think,1,2,0,2,1,0,,,,0
Australian,bad accent,1,2,0,2,1,0,,,,0
Australian,inclusive,1,2,0,2,1,0,,,,0
Australian,bold,1,2,0,2,1,0,,,,0
Australian,dynamic,1,2,0,2,1,0,,,,0
Australian,unique,1,2,0,2,1,0,,,,0
Australian,hardwork,1,2,0,2,1,0,,,,0
Australian,excessive,1,2,0,2,1,0,,,,0
Australian,reckless,1,2,0,2,1,0,,,,0
Australian,prepared,1,2,0,2,1,0,,,,0
Australian,rowdy,1,2,0,2,1,0,,,,0
Australian,gaunt,1,2,0,1,2,0,,,,0
Australian,pompous,1,2,0,1,2,0,2,-1,-1,0
Australian,poorly mannered,1,2,0,1,2,0,,,,0
Australian,poorly prepared,1,2,0,1,2,0,,,,0
Australian,took drug,1,2,0,1,2,0,,,,0
Australian,sisterly,1,2,0,1,2,0,,,,0
Australian,kicked up,1,2,0,1,2,0,,,,0
Australian,misanthropic,1,2,0,1,2,0,,,,0
Australian,industrialize,1,2,0,1,2,0,,,,0
Australian,vague,1,2,0,1,2,0,,,,0
Australian,safety,1,2,0,1,2,0,,,,0
Australian,whinger,1,2,0,1,2,0,,,,0
Australian,good at dance,1,2,0,1,2,0,,,,0
Australian,nervous,1,2,0,1,2,0,2,-1,-1,0
Australian,inscrutable,1,2,0,1,2,0,-1,2,-1,0
Australian,introvert,1,2,0,1,2,0,-1,2,-1,0
Australian,unhelpful,1,2,0,1,2,0,,,,0
Australian,unworldly,1,2,0,1,2,0,2,-1,-1,0
Australian,subject,1,2,0,1,2,0,,,,0
Australian,discreet,1,2,0,1,2,0,,,,0
Australian,articulate,1,2,0,1,2,0,,,,0
Australian,who can laugh at themselves,1,1,1,1,1,1,,,,0
Australian,who know how to make a joke,1,1,1,1,1,1,,,,0
Australian,careful,1,2,0,1,2,0,,,,0
Australian,bewilder,1,2,0,1,2,0,,,,0
Australian,cautious,1,2,0,1,2,0,2,-1,-1,0
Australian,australia,1,2,0,1,2,0,,,,0
Australian,countries and nationality,1,1,1,1,1,1,,,,0
Australian,dissatisfied,1,2,0,1,2,0,,,,0
Australian,dazzle,1,2,0,1,2,0,,,,0
Australian,domineers,1,2,0,1,2,0,,,,0
Australian,work,1,2,0,1,2,0,,,,0
Australian,most,1,2,0,0,3,0,,,,0
Australian,fear,1,2,0,0,3,0,,,,0
Australian,deafen,1,2,0,0,3,0,,,,0
Australian,country,1,2,0,0,3,0,,,,0
Australian,purple,1,2,0,0,3,0,,,,0
Australian,pair,1,2,0,0,3,0,,,,0
Australian,tea,1,2,0,0,3,0,,,,0
Australian,insidious,1,2,0,0,3,0,,,,0
Australian,hard boil,1,2,0,0,3,0,1,-1,0,0
Australian,went to bed,1,2,0,0,3,0,,,,0
Australian,uncomfortable,1,2,0,0,3,0,,,,0
Australian,cute,0,3,0,3,0,0,,,,0
Australian,dare,0,3,0,3,0,0,,,,0
Australian,accept,0,3,0,3,0,0,,,,0
Australian,fantastic,0,3,0,3,0,0,,,,0
Australian,give,0,3,0,3,0,0,,,,0
Australian,hate to loose,0,3,0,2,1,0,,,,0
Australian,self discipline,0,3,0,2,1,0,,,,0
Australian,self sufficient,0,3,0,2,1,0,,,,0
Australian,mannered,0,3,0,2,1,0,,,,0
Australian,good at problem solve,0,3,0,2,1,0,,,,0
Australian,willing to compromise,0,3,0,2,1,0,,,,0
Australian,commit,0,3,0,2,1,0,,,,0
Australian,broad mind,0,3,0,2,1,0,,,,0
Australian,hard worker,0,3,0,2,1,0,,,,0
Australian,yummy,0,3,0,2,1,0,,,,0
Australian,love to sing,0,3,0,1,2,0,,,,0
Australian,poorly motivate,0,3,0,1,2,0,,,,0
Australian,poorly organise,0,3,0,1,2,0,,,,0
Australian,nosy,0,3,0,1,2,0,,,,0
Australian,neglectful,0,3,0,1,2,0,,,,0
Australian,anti social,0,3,0,1,2,0,,,,0
Australian,good listener,0,3,0,1,2,0,,,,0
Australian,baseball,0,3,0,1,2,0,,,,0
Australian,bad weather,0,3,0,1,2,0,,,,0
Australian,annoy,0,3,0,1,2,0,,,,0
Australian,hard to follow,0,3,0,1,2,0,,,,0
Australian,adult,0,3,0,1,2,0,,,,0
Australian,good at horse rid,0,3,0,1,2,0,,,,0
Australian,hate beer,0,3,0,1,2,0,,,,0
Australian,hate cricket,0,3,0,1,2,0,-1,2,-1,0
Australian,exhaust,0,3,0,1,2,0,,,,0
Australian,effortless,0,3,0,1,2,0,,,,0
Australian,disgruntle,0,3,0,1,2,0,,,,0
Australian,dauntless,0,3,0,1,2,0,,,,0
Australian,conventional,0,3,0,1,2,0,,,,0
Australian,liked to gamble,0,3,0,1,2,0,,,,0
Australian,likes to sing,0,3,0,1,2,0,,,,0
Australian,impudent,0,3,0,1,2,0,,,,0
Australian,tourist,0,3,0,1,2,0,,,,0
Australian,unsatisfied,0,3,0,1,2,0,,,,0
Australian,boorish,0,3,0,1,2,0,,,,0
Australian,language,0,3,0,1,2,0,,,,0
Australian,speak english,0,3,0,1,2,0,,,,0
Australian,spiteful,0,3,0,1,2,0,,,,0
Australian,swampie,0,3,0,1,2,0,,,,0
Australian,alert,0,3,0,1,2,0,,,,0
Australian,villainous,0,3,0,1,2,0,,,,0
Australian,walk,0,3,0,1,2,0,,,,0
Australian,warmongering,0,3,0,1,2,0,,,,0
Australian,wicked,0,3,0,1,2,0,,,,0
Australian,sexually restrain,0,3,0,1,2,0,,,,0
Australian,sensible,0,3,0,1,2,0,,,,0
Australian,love vodka,0,3,0,1,2,0,2,-1,-1,0
Armenian,introvert,1,2,0,1,2,0,-1,2,-1,0
Argentine,football fanatic,3,0,0,2,1,0,,,,0
Argentine,virile,2,1,0,2,1,0,,,,0
Argentine,bad temper,2,1,0,2,1,0,,,,0
Argentine,lover,2,1,0,1,2,0,,,,0
Argentine,dramatic,2,1,0,0,3,0,-1,2,-1,0
Argentine,love meat,1,2,0,3,0,0,,,,0
Argentine,eat a lot of meat,1,2,0,3,0,0,,,,0
Argentine,hard worker,1,2,0,2,1,0,,,,0
Argentine,poorly fed,1,2,0,2,1,0,,,,0
Argentine,machismo,1,2,0,2,1,0,,,,0
Argentine,sexy,1,2,0,2,1,0,2,-1,-1,0
Argentine,amiable,1,2,0,1,2,0,,,,0
Argentine,bad driver,1,2,0,1,1,1,,,,0
Argentine,spiteful,1,2,0,1,2,0,,,,0
Argentine,self confident,1,2,0,1,2,0,,,,0
Argentine,terrible,1,2,0,1,2,0,,,,0
Argentine,misanthropic,1,2,0,1,1,1,,,,0
Argentine,wicked,1,2,0,0,3,0,,,,0
Argentine,love tango,0,3,0,3,0,0,,,,0
Argentine,love steak,0,3,0,3,0,0,,,,0
Argentine,love to sing,0,3,0,2,1,0,,,,0
Argentine,heavy,0,3,0,2,1,0,,,,0
Argentine,hard,0,3,0,2,1,0,2,-1,-1,0
Argentine,tango,0,3,0,2,1,0,,,,0
Argentine,good at horse rid,0,3,0,1,2,0,,,,0
Argentine,jazz,0,3,0,1,2,0,,,,0
Argentine,peace love,0,3,0,1,2,0,,,,0
Angolan,aggressive,2,1,0,2,1,0,,,,0
Angolan,vulnerable,2,1,0,1,2,0,,,,0
Algerian,dark,0,3,0,1,2,0,2,-1,-1,0
Afghans,love kababs,3,0,0,3,0,0,,,,0
Afghans,terrify,3,0,0,3,0,0,,,,0
Afghans,drug addict,3,0,0,2,1,0,,,,0
Afghans,wary,3,0,0,1,1,1,,,,0
Afghans,misanthropic,3,0,0,1,1,1,,,,0
Afghans,murder,2,1,0,3,0,0,,,,0
Afghans,war torn,2,1,0,2,1,0,,,,0
Afghans,kill,2,1,0,1,1,1,,,,0
Afghans,love opium,2,1,0,1,1,1,,,,0
Afghans,wicked,2,1,0,1,1,1,,,,0
Afghans,terrible,2,1,0,1,2,0,,,,0
Afghans,smoked marijuana,2,1,0,0,3,0,,,,0
Afghans,bark,1,2,0,1,2,0,2,-1,-1,0
Afghans,unknown,1,2,0,1,2,0,,,,0
Afghans,barking,1,2,0,0,3,0,,,,0
Afghans,noble,1,2,0,0,3,0,,,,0
Afghans,freedom love,0,3,0,2,1,0,,,,0
Afghans,country,0,3,0,1,2,0,,,,0
Afghans,blonde,0,3,0,1,2,0,-1,2,-1,0
Afghans,self reliant,0,3,0,1,2,0,,,,0
Afghans,love music,0,3,0,1,2,0,,,,0
Indian,emotional,5,1,0,5,1,0,1,-1,-1,-0.1665
Brazilian,emotional,2,4,0,4,2,0,1,-1,-1,-0.1665
United States,independent,5,1,0,5,1,0,-1,1,-1,-0.1666666667
Mexican,loud,5,1,0,6,0,0,1,-1,-1,-0.1666666667
Mexican,thin,1,5,0,2,4,0,-1,1,-1,-0.1666666667
Australian,frighten,1,5,0,2,4,0,1,-1,-1,-0.1666666667
Afghans,frighten,4,2,0,4,2,0,1,-1,-1,-0.1666666667
Australian,good at swim,11,1,0,12,0,0,-1,-1,-1,-0.25
Zimbabwean,sophisticated,2,1,0,1,2,0,-1,-1,1,-0.333
Turks,conservative,3,0,0,2,1,0,-1,-1,1,-0.333
Turks,emotional,3,0,0,0,3,0,1,-1,-1,-0.333
Sri Lankan,emotional,1,2,0,1,2,0,1,-1,-1,-0.333
Spanish,emotional,3,0,0,1,2,0,1,-1,-1,-0.333
South African,sophisticated,2,1,0,2,1,0,-1,-1,1,-0.333
South African,emotional,2,1,0,2,1,0,1,-1,-1,-0.333
Singapore,sophisticated,1,2,0,2,1,0,-1,-1,1,-0.333
Sierra Leonean,sophisticated,2,1,0,1,2,0,-1,-1,1,-0.333
Saudi Arabian,conservative,3,0,0,3,0,0,-1,-1,1,-0.333
Saudi Arabian,sophisticated,2,1,0,1,2,0,-1,-1,1,-0.333
Portuguese,curious,2,1,0,2,1,0,-1,-1,1,-0.333
Pakistani,conservative,2,1,0,2,1,0,-1,-1,1,-0.333
Pakistani,emotional,0,3,0,1,2,0,1,-1,-1,-0.333
New Zealand,conservative,2,1,0,2,1,0,-1,-1,1,-0.333
New Zealand,emotional,0,3,0,1,2,0,1,-1,-1,-0.333
Namibian,sophisticated,2,1,0,2,1,0,-1,-1,1,-0.333
Moroccan,emotional,1,2,0,1,2,0,1,-1,-1,-0.333
Malian,sophisticated,2,1,0,1,2,0,-1,-1,1,-0.333
Japanese,sophisticated,3,0,0,3,0,0,-1,-1,1,-0.333
Japanese,curious,1,2,0,0,3,0,-1,-1,1,-0.333
Italian,sophisticated,3,0,0,1,2,0,-1,-1,1,-0.333
Italian,emotional,3,0,0,1,2,0,1,-1,-1,-0.333
Israeli,sophisticated,1,2,0,2,1,0,-1,-1,1,-0.333
Iranian,curious,0,3,0,1,2,0,-1,-1,1,-0.333
Indian,curious,3,0,0,2,1,0,-1,-1,1,-0.333
Indian,conservative,2,1,0,2,1,0,-1,-1,1,-0.333
French,sophisticated,2,1,0,3,0,0,-1,-1,1,-0.333
Ethiopian,sophisticated,2,1,0,0,3,0,-1,-1,1,-0.333
English,sophisticated,2,1,0,3,0,0,-1,-1,1,-0.333
Egyptian,conservative,1,2,0,2,1,0,-1,-1,1,-0.333
Egyptian,curious,1,2,0,2,1,0,-1,-1,1,-0.333
Chinese,conservative,2,1,0,3,0,0,-1,-1,1,-0.333
Chinese,curious,1,2,0,0,3,0,-1,-1,1,-0.333
Chinese,sophisticated,1,2,0,0,3,0,-1,-1,1,-0.333
Chilean,sophisticated,0,3,0,1,2,0,-1,-1,1,-0.333
Central African,conservative,2,1,0,1,2,0,-1,-1,1,-0.333
British,sophisticated,3,0,0,3,0,0,-1,-1,1,-0.333
Brazilian,curious,1,2,0,3,0,0,-1,-1,1,-0.333
Beninois,emotional,2,1,0,1,2,0,1,-1,-1,-0.333
Bangladeshi,emotional,0,3,0,2,1,0,1,-1,-1,-0.333
Australian,curious,1,2,0,2,1,0,-1,-1,1,-0.333
Australian,conservative,1,2,0,2,1,0,-1,-1,1,-0.333
Australian,emotional,0,3,0,1,2,0,1,-1,-1,-0.333
Argentine,emotional,1,2,0,1,2,0,1,-1,-1,-0.333
Argentine,sophisticated,1,2,0,1,2,0,-1,-1,1,-0.333
Argentine,curious,1,2,0,0,3,0,-1,-1,1,-0.333
Afghans,curious,0,3,0,1,2,0,-1,-1,1,-0.333
New Zealand,sophisticated,0,6,0,2,4,0,-1,-1,1,-0.3331666667
Indian,sophisticated,5,1,0,1,5,0,-1,-1,1,-0.3331666667
Nigerian,sophisticated,6,3,0,4,5,0,-1,-1,1,-0.3332222222
Cameroonian,sophisticated,7,2,0,3,6,0,-1,-1,1,-0.3332222222
Australian,sophisticated,2,7,0,3,6,0,-1,-1,1,-0.3332222222
Zambian,thin,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Vietnamese,yellow,1,2,0,2,1,0,1,-1,-1,-0.3333333333
Vietnamese,loud,1,2,0,0,3,0,1,-1,-1,-0.3333333333
Vietnamese,fearful,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Venezuelan,loud,1,2,0,2,1,0,1,-1,-1,-0.3333333333
United States,opinionated,2,1,0,2,1,0,-1,1,-1,-0.3333333333
United States,self absorbed,2,1,0,2,1,0,-1,1,-1,-0.3333333333
United States,self righteous,2,1,0,2,1,0,-1,-1,1,-0.3333333333
United States,self indulgent,2,1,0,2,1,0,-1,-1,1,-0.3333333333
United States,expedient,2,1,0,2,1,0,-1,1,-1,-0.3333333333
United States,self assure,1,2,0,1,2,0,-1,-1,1,-0.3333333333
United States,informal,1,2,0,1,2,0,1,-1,-1,-0.3333333333
United States,smug,1,2,0,1,2,0,1,-1,-1,-0.3333333333
United States,stereotypical,1,2,0,1,2,0,-1,-1,1,-0.3333333333
United States,sophisticated,1,2,0,1,2,0,-1,-1,1,-0.3333333333
United States,frighten,1,2,0,1,2,0,1,-1,-1,-0.3333333333
United States,fearful,1,2,0,1,2,0,-1,1,-1,-0.3333333333
United States,crude,1,2,0,1,2,0,-1,-1,1,-0.3333333333
United KingdomUK,stiff,3,0,0,2,1,0,1,-1,-1,-0.3333333333
United KingdomUK,got drunk,1,1,1,0,3,0,-1,1,-1,-0.3333333333
Turks,temperamental,2,1,0,3,0,0,-1,1,-1,-0.3333333333
Togolese,pity,2,1,0,0,3,0,-1,1,-1,-0.3333333333
Sudanese,thin,3,0,0,2,1,0,-1,1,-1,-0.3333333333
Sri Lankan,subjugate,1,2,0,1,1,1,1,-1,-1,-0.3333333333
Spanish,loud,3,0,0,2,1,0,1,-1,-1,-0.3333333333
South African,loud,2,1,0,1,2,0,1,-1,-1,-0.3333333333
Scottish,tight,1,2,0,1,2,0,1,-1,-1,-0.3333333333
Russian,drunkenness,3,0,0,2,1,0,-1,1,-1,-0.3333333333
Russian,no money,2,1,0,1,2,0,-1,-1,1,-0.3333333333
Russian,intelligent,0,3,0,2,1,0,-1,-1,1,-0.3333333333
Peruvian,thin,1,2,0,1,2,0,-1,1,-1,-0.3333333333
Peruvian,loud,1,2,0,0,3,0,1,-1,-1,-0.3333333333
Peruvian,ate guinea pig,0,3,0,3,0,0,-1,1,-1,-0.3333333333
Paraguayan,worried,1,2,0,1,2,0,-1,1,-1,-0.3333333333
Pakistani,sweaty,1,2,0,0,3,0,-1,-1,1,-0.3333333333
Pakistani,loud,0,3,0,2,1,0,1,-1,-1,-0.3333333333
Pakistani,yellow,0,3,0,1,2,0,1,-1,-1,-0.3333333333
Pakistani,temperamental,0,3,0,1,1,1,-1,1,-1,-0.3333333333
Pakistani,wily,0,3,0,1,2,0,-1,-1,1,-0.3333333333
Omani,silly,1,2,0,1,2,0,-1,-1,1,-0.3333333333
North Korean,militaristic,2,1,0,3,0,0,1,-1,-1,-0.3333333333
North Korean,repress,2,1,0,2,1,0,-1,-1,1,-0.3333333333
North Korean,fearful,2,1,0,2,1,0,-1,1,-1,-0.3333333333
North Korean,submissive,2,1,0,0,3,0,1,-1,-1,-0.3333333333
North Korean,thin,1,2,0,1,2,0,-1,1,-1,-0.3333333333
North Korean,yellow,0,3,0,2,1,0,1,-1,-1,-0.3333333333
North Korean,temperamental,0,3,0,1,2,0,-1,1,-1,-0.3333333333
Nigerian,loud,2,1,0,2,1,0,1,-1,-1,-0.3333333333
New Zealand,unpretentious,2,1,0,3,0,0,1,-1,-1,-0.3333333333
New Zealand,informal,2,1,0,2,1,0,1,-1,-1,-0.3333333333
New Zealand,carefree,1,2,0,3,0,0,-1,-1,1,-0.3333333333
New Zealand,sad,1,2,0,1,2,0,-1,1,-1,-0.3333333333
New Zealand,temperamental,0,3,0,2,1,0,-1,1,-1,-0.3333333333
New Zealand,loud,0,3,0,2,1,0,1,-1,-1,-0.3333333333
New Zealand,thin,0,3,0,1,2,0,-1,1,-1,-0.3333333333
Netherlanders,tight,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Netherlanders,unusual,0,3,0,1,2,0,-1,1,-1,-0.3333333333
Nepali,self absorbed,1,2,0,1,2,0,-1,1,-1,-0.3333333333
Myanmar,subjugate,1,2,0,2,1,0,1,-1,-1,-0.3333333333
Moroccan,submissive,2,4,0,0,6,0,1,-1,-1,-0.3333333333
Moroccan,carefree,2,1,0,2,1,0,-1,-1,1,-0.3333333333
Mexican,no money,1,2,0,2,1,0,-1,-1,1,-0.3333333333
Mexican,untrained,1,2,0,1,2,0,1,-1,-1,-0.3333333333
Mexican,sad,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Mexican,worried,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Mexican,sophisticated,0,3,0,1,2,0,-1,-1,1,-0.3333333333
Malaysian,thin,0,3,0,2,1,0,-1,1,-1,-0.3333333333
Liberian,injured,2,1,0,1,2,0,1,-1,-1,-0.3333333333
Lebanese,sophisticated,1,2,0,1,2,0,-1,-1,1,-0.3333333333
Japanese,workaholic,1,5,0,4,2,0,1,-1,-1,-0.3333333333
Japanese,taciturn,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Japanese,thin,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Japanese,submissive,2,1,0,1,2,0,1,-1,-1,-0.3333333333
Japanese,imperialist,1,2,0,3,0,0,1,-1,-1,-0.3333333333
Japanese,passive,1,2,0,1,2,0,-1,1,-1,-0.3333333333
Japanese,sad,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Japanese,loud,1,2,0,0,3,0,1,-1,-1,-0.3333333333
Japanese,nim,1,1,1,0,3,0,-1,0,0,-0.3333333333
Italian,temperamental,3,0,0,3,0,0,-1,1,-1,-0.3333333333
Italian,loud,3,0,0,1,2,0,1,-1,-1,-0.3333333333
Italian,self indulgent,3,0,0,1,2,0,-1,-1,1,-0.3333333333
Irish,temperamental,2,1,0,1,2,0,-1,1,-1,-0.3333333333
Iranian,frighten,1,2,0,1,2,0,1,-1,-1,-0.3333333333
Indian,loud,3,0,0,2,1,0,1,-1,-1,-0.3333333333
Indian,wily,3,0,0,0,3,0,-1,-1,1,-0.3333333333
Indian,caste,2,1,0,3,0,0,1,-1,-1,-0.3333333333
Indian,submissive,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Indian,passive,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Indian,unselfish,2,1,0,2,1,0,-1,-1,1,-0.3333333333
Indian,sweaty,1,2,0,3,0,0,-1,-1,1,-0.3333333333
Indian,stress,0,3,0,2,1,0,-1,1,-1,-0.3333333333
Indian,temperamental,0,3,0,1,2,0,-1,1,-1,-0.3333333333
Indian,sad,0,3,0,1,2,0,-1,1,-1,-0.3333333333
Guyanese,thin,0,3,0,1,2,0,-1,1,-1,-0.3333333333
Guatemalan,thin,0,3,0,2,1,0,-1,1,-1,-0.3333333333
Ghanaian,weighs less than your age group,3,0,0,1,2,0,1,-1,-1,-0.3333333333
Ghanaian,loud,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Ghanaian,thin,2,1,0,1,2,0,-1,1,-1,-0.3333333333
German,militaristic,3,0,0,2,1,0,1,-1,-1,-0.3333333333
German,drunk,3,0,0,1,2,0,-1,1,-1,-0.3333333333
German,spy,1,2,0,0,3,0,-1,1,-1,-0.3333333333
German,showed off,0,3,0,1,2,0,-1,1,-1,-0.3333333333
Georgian,smug,1,1,1,1,2,0,1,-1,-1,-0.3333333333
French,smug,3,0,0,2,1,0,1,-1,-1,-0.3333333333
French,self indulgent,3,0,0,1,2,0,-1,-1,1,-0.3333333333
Ethiopian,snore,3,0,0,1,2,0,-1,1,-1,-0.3333333333
Ethiopian,thin,2,1,0,3,0,0,-1,1,-1,-0.3333333333
Ethiopian,submissive,2,1,0,1,2,0,1,-1,-1,-0.3333333333
Ethiopian,untrained,2,1,0,1,2,0,1,-1,-1,-0.3333333333
Ethiopian,famine stricken,2,1,0,1,2,0,-1,1,-1,-0.3333333333
Ethiopian,abandon,1,2,0,1,2,0,-1,1,-1,-0.3333333333
Ethiopian,unselfish,1,2,0,1,2,0,-1,-1,1,-0.3333333333
English,stiff,2,1,0,3,0,0,1,-1,-1,-0.3333333333
Egyptian,less dangerous,0,3,0,2,1,0,-1,-1,1,-0.3333333333
Costa Rican,sophisticated,1,2,0,0,3,0,-1,-1,1,-0.3333333333
Congolese,less motivate,2,1,0,1,2,0,1,-1,-1,-0.3333333333
Colombian,loud,3,0,0,2,1,0,1,-1,-1,-0.3333333333
Chinese,yellow,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Chinese,thin,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Chinese,loud,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Chinese,opinionated,1,2,0,2,1,0,-1,1,-1,-0.3333333333
Chinese,wily,1,2,0,2,1,0,-1,-1,1,-0.3333333333
Chinese,got drunk,1,2,0,1,2,0,-1,1,-1,-0.3333333333
Chinese,passive,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Chinese,independent,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Chilean,loud,1,2,0,1,2,0,1,-1,-1,-0.3333333333
Canadian,thin,1,2,0,1,2,0,-1,1,-1,-0.3333333333
Canadian,silly,1,2,0,1,2,0,-1,-1,1,-0.3333333333
Canadian,sophisticated,1,2,0,1,2,0,-1,-1,1,-0.3333333333
Cameroonian,sad,2,1,0,1,2,0,-1,1,-1,-0.3333333333
Cameroonian,loud,1,2,0,1,2,0,1,-1,-1,-0.3333333333
Cambodian,yellow,0,3,0,2,1,0,1,-1,-1,-0.3333333333
